"TF" "Mean_activity" "meta_pval" "pval_var" "TF_name"
"54" "MA1102.2.CTCFL" 0.0595545782707632 0.999999994507468 0.00310761584231728 "CTCFL"
"55" "MA0647.1.GRHL1" -0.231989039573818 0.311947122097507 0.00222127143093548 "GRHL1"
"56" "MA0714.1.PITX3" 0.00600144127383828 1 0.00144159036563227 "PITX3"
"57" "MA0688.1.TBX2" 0.0794017761945724 0.999999969749031 0.000319695558471444 "TBX2"
"58" "MA0821.1.HES5" 0.0692794239148498 0.99999999487998 0.00121703132811005 "HES5"
"59" "MA0744.2.SCRT2" -0.0731966779567301 0.999999999546247 0.000816235189395003 "SCRT2"
"60" "MA1632.1.ATF2" 0.272847979795188 0.035723747328878 0.00658223797234565 "ATF2"
"61" "MA0789.1.POU3F4" -0.183593842200935 0.863314013846607 0.00239402277470881 "POU3F4"
"62" "MA0527.1.ZBTB33" 0.38547060219571 3.1153726359071e-08 0.0075663480569023 "ZBTB33"
"63" "MA1588.1.ZNF136" -0.0345357386395335 1 0.00150081245762693 "ZNF136"
"64" "MA0713.1.PHOX2A" -0.151887493673712 0.986847323944432 0.00301236402284126 "PHOX2A"
"65" "MA0844.1.XBP1" 0.144942987244576 0.992459077753758 0.00196721404186445 "XBP1"
"66" "MA1418.1.IRF3" 0.0120312315411866 0.999999995238244 0.0110979783890664 "IRF3"
"67" "MA0768.1.LEF1" -0.207772757858038 0.624897956498335 0.00151325073740231 "LEF1"
"68" "MA0473.3.ELF1" -0.441748339217156 1.37307998187502e-11 0.00511658817804557 "ELF1"
"69" "MA1575.1.THRB(var.2)" 0.101714324206114 0.999981513024347 0.0013639848367486 "THRB(var.2)"
"70" "MA1105.2.GRHL2" -0.0486636408604681 0.999999999999995 0.000417109933646778 "GRHL2"
"71" "MA0141.3.ESRRB" 0.0621605631895363 0.999999999914418 0.00101411535355229 "ESRRB"
"72" "MA0652.1.IRF8" 0.38075945712626 5.87994316943056e-08 0.0361526488771431 "IRF8"
"73" "MA0783.1.PKNOX2" 0.0942258085124195 0.999998578363159 0.000406649674219918 "PKNOX2"
"74" "MA1584.1.ZIC5" 0.115632962435484 0.999636188937887 0.00278889482539928 "ZIC5"
"75" "MA0465.2.CDX2" -0.31933505134657 0.000544319101832994 0.00361478818862465 "CDX2"
"76" "MA0080.5.SPI1" -0.522152914199978 4.63745170840641e-19 0.00705587200159415 "SPI1"
"77" "MA0112.3.ESR1" 0.0845946809276938 0.999999127765603 0.00159608216859845 "ESR1"
"78" "MA1559.1.SNAI3" 0.193282348336652 0.599881175177263 0.00536101467328076 "SNAI3"
"79" "MA1637.1.EBF3" 0.0956872852984816 0.99999579126866 0.000951919372282237 "EBF3"
"80" "MA1114.1.PBX3" 0.135741102043539 0.997288885345584 0.000727376283424981 "PBX3"
"81" "MA0474.2.ERG" -0.3089689319022 0.000601122402954562 0.0238593959781808 "ERG"
"82" "MA0876.1.BSX" -0.027536946348846 0.99999990728893 0.00999713872896345 "BSX"
"83" "MA0735.1.GLIS1" 0.140465682372451 0.99465161001076 0.000669694898261766 "GLIS1"
"84" "MA1585.1.ZKSCAN1" -0.0115430406294763 1 0.000467750249708668 "ZKSCAN1"
"85" "MA1655.1.ZNF341" 0.0298155858181417 1 0.00076736679692011 "ZNF341"
"86" "MA1099.2.HES1" -0.197012292221189 0.232700857452712 0.0248305227364551 "HES1"
"87" "MA1419.1.IRF4" 0.418668427504599 7.67260950253844e-11 0.045590686717451 "IRF4"
"88" "MA0871.2.TFEC" 0.0882281265221536 0.999999556015346 0.000537169272991656 "TFEC"
"89" "MA0137.3.STAT1" -0.130093587562442 0.999422813363483 0.0010923658267965 "STAT1"
"90" "MA0856.1.RXRG" 0.130365991266444 0.998110724325292 0.00183022467481329 "RXRG"
"91" "MA1120.1.SOX13" -0.0518465186469257 0.999999999999931 0.00103424476209795 "SOX13"
"92" "MA0836.2.CEBPD" -0.160566361621022 0.944570744637294 0.00717691913901719 "CEBPD"
"93" "MA1657.1.ZNF652" -0.0952607477083802 0.999999333272446 0.00171306954109192 "ZNF652"
"94" "MA0623.2.NEUROG1" -0.0188129325397313 1 0.00053866777794051 "NEUROG1"
"95" "MA0819.1.CLOCK" 0.0525709623470902 0.999999999977716 0.00190490940021172 "CLOCK"
"96" "MA0740.1.KLF14" 0.249636612366885 0.076804415880396 0.00495567069091218 "KLF14"
"97" "MA0524.2.TFAP2C" 0.0901558622717857 0.999995012671573 0.00247036763478526 "TFAP2C"
"98" "MA1570.1.TFAP4(var.2)" -0.0969592100009322 0.999998420067425 0.00301997400634422 "TFAP4(var.2)"
"99" "MA0656.1.JDP2(var.2)" 0.358931217342615 5.85965989021772e-06 0.0166408219711094 "JDP2(var.2)"
"100" "MA0845.1.FOXB1" -0.220635517966002 0.417471365855591 0.00395365479255216 "FOXB1"
"101" "MA1155.1.ZSCAN4" 0.0267107742838562 0.999999999999999 0.00148005131709583 "ZSCAN4"
"102" "MA0093.3.USF1" 0.0891107167117298 0.999999556609007 0.000646293753121411 "USF1"
"103" "MA1525.1.NFATC4" -0.165080106817186 0.964596886643814 0.0013754673045873 "NFATC4"
"104" "MA0035.4.GATA1" -0.113985321018845 0.999944001900586 0.00204111444009054 "GATA1"
"105" "MA0811.1.TFAP2B" 0.136011018472345 0.993581147083869 0.0033206648227653 "TFAP2B"
"106" "MA1140.2.JUNB(var.2)" 0.205265921074897 0.614377785800951 0.00579580709803447 "JUNB(var.2)"
"107" "MA0755.1.CUX2" 0.0964638069272041 0.999996499652126 0.0050943089753953 "CUX2"
"108" "MA0613.1.FOXG1" -0.357300323434174 7.95658117388936e-06 0.00409476283790449 "FOXG1"
"109" "MA0506.1.NRF1" -0.184541791677475 0.48485568776076 0.0198341448673969 "NRF1"
"110" "MA1503.1.HOXB9" -0.22651909472188 0.169210613466094 0.0222750127681664 "HOXB9"
"111" "MA1473.1.CDX4" 0.00935706798918545 0.999999993187787 0.0080837629705457 "CDX4"
"112" "MA0711.1.OTX1" -0.0537127163261175 0.999999999999701 0.000850716769201867 "OTX1"
"113" "MA1642.1.NEUROG2(var.2)" 0.0635603368282318 0.999999999759565 0.000416992026012752 "NEUROG2(var.2)"
"114" "MA0063.2.NKX2-5" 0.000190756283700466 1 0.00133457308491076 "NKX2-5"
"115" "MA0143.4.SOX2" -0.132222978863865 0.999200055824576 0.00169778421020215 "SOX2"
"116" "MA0502.2.NFYB" 0.0368721638806164 1 0.000794330163372776 "NFYB"
"117" "MA1583.1.ZFP57" 0.0534343682229519 0.999999825013599 0.00607383260977222 "ZFP57"
"118" "MA0522.3.TCF3" 0.0629942170344293 0.999999989131989 0.00281013337488031 "TCF3"
"119" "MA1470.1.BACH2(var.2)" 0.0782589488662779 0.999999969832669 0.00483564130318222 "BACH2(var.2)"
"120" "MA1493.1.HES6" 0.0400898135267198 0.99999999999996 0.00102337319190209 "HES6"
"121" "MA0769.2.TCF7" -0.111537121236324 0.999975871999383 0.000857415913138981 "TCF7"
"122" "MA0715.1.PROP1" -0.187725177966058 0.815406181563037 0.0038558230736976 "PROP1"
"123" "MA0472.2.EGR2" 0.140980619005859 0.976612940321451 0.00666609322646127 "EGR2"
"124" "MA1633.1.BACH1" 0.355045088101178 8.1583612998082e-06 0.00584301171503368 "BACH1"
"125" "MA0074.1.RXRA::VDR" 0.0870843650773168 0.999999628149794 0.00101089141636957 "RXRA::VDR"
"126" "MA0658.1.LHX6" 0.0604688124731183 0.999999999178984 0.00615935227799972 "LHX6"
"127" "MA0748.2.YY2" 0.0332241682335734 0.999999999990962 0.00348792621855149 "YY2"
"128" "MA0654.1.ISX" 0.111995160579681 0.999736204393815 0.00892011401277831 "ISX"
"129" "MA1134.1.FOS::JUNB" 0.653132484294474 2.75061556473368e-35 0.0261448360470171 "FOS::JUNB"
"130" "MA0670.1.NFIA" -0.0531219686381519 0.999999999999963 0.000264306170583629 "NFIA"
"131" "MA0468.1.DUX4" 0.0928969937376678 0.999998843093283 0.00222569939783142 "DUX4"
"132" "MA0843.1.TEF" -0.15907589904964 0.976706177890873 0.00410751552374105 "TEF"
"133" "MA0737.1.GLIS3" 0.0852823464665562 0.999999768858743 0.00141603348842248 "GLIS3"
"134" "MA0489.1.JUN(var.2)" 0.519615310709924 4.37866318469861e-19 0.0161028714353263 "JUN(var.2)"
"135" "MA0776.1.MYBL1" -0.234969108831137 0.222183955344758 0.00237598718517793 "MYBL1"
"136" "MA0152.1.NFATC2" -0.199264495633543 0.724745408250329 0.00225182005079158 "NFATC2"
"137" "MA0774.1.MEIS2" 0.106469039805233 0.999977338254421 0.00258966186896637 "MEIS2"
"138" "MA0733.1.EGR4" 0.131659570150077 0.99539292464715 0.00380192729725511 "EGR4"
"139" "MA1546.1.PAX3(var.2)" -0.0765252155251801 0.999999997866397 0.00138421585308331 "PAX3(var.2)"
"140" "MA1483.1.ELF2" -0.507693250008742 4.59968741300672e-18 0.00649136813405423 "ELF2"
"141" "MA1148.1.PPARA::RXRA" 0.0439809798263013 0.999999999999989 0.000195730685014562 "PPARA::RXRA"
"142" "MA0693.2.VDR" -0.035753452219069 1 0.000635941662044156 "VDR"
"143" "MA0842.2.NRL" -0.0980887748301029 0.999998798219477 0.00168501830485678 "NRL"
"144" "MA0771.1.HSF4" -0.0574994769413024 0.999999999999023 0.000697476819837301 "HSF4"
"145" "MA0073.1.RREB1" 0.116976203862578 0.999738210474767 0.00195925629836122 "RREB1"
"146" "MA1147.1.NR4A2::RXRA" 0.175348320510238 0.868877344699247 0.00210202856697188 "NR4A2::RXRA"
"147" "MA1509.1.IRF6" 0.243611227720976 0.105877714780231 0.025137959486048 "IRF6"
"148" "MA0801.1.MGA" 0.107907991856337 0.999971353998182 0.000332180800480114 "MGA"
"149" "MA0823.1.HEY1" -0.648665038868785 9.68785601926984e-47 0.130345094520893 "HEY1"
"150" "MA0033.2.FOXL1" -0.437718290835619 2.42752270945743e-11 0.00664935024818701 "FOXL1"
"151" "MA0056.2.MZF1" 0.167631563730538 0.942962534662646 0.000628086092976466 "MZF1"
"152" "MA1107.2.KLF9" 0.140575809404254 0.991339939917859 0.00284538686082824 "KLF9"
"153" "MA0892.1.GSX1" -0.106619137339294 0.999986632636534 0.00221541664806079 "GSX1"
"154" "MA0491.2.JUND" 0.42450079228729 1.000110179788e-10 0.0165801572555285 "JUND"
"155" "MA1631.1.ASCL1(var.2)" 0.155520890839398 0.964367260719147 0.00264378894556316 "ASCL1(var.2)"
"156" "MA0680.1.PAX7" -0.222519701346755 0.428048169226677 0.00265005212174737 "PAX7"
"157" "MA0653.1.IRF9" 0.344647138379514 4.97321734083521e-06 0.0393110940018022 "IRF9"
"158" "MA0692.1.TFEB" 0.0456635765731335 0.999999999999627 0.00162754726696511 "TFEB"
"159" "MA0835.2.BATF3" 0.36683994717896 1.47176762427463e-06 0.0205144869023953 "BATF3"
"160" "MA1552.1.RARB(var.3)" 0.120095412246883 0.999761451324544 0.000713701119908156 "RARB(var.3)"
"161" "MA0640.2.ELF3" -0.490810750517994 6.1507068308933e-16 0.00634795767541683 "ELF3"
"162" "MA0497.1.MEF2C" -0.308581617195159 0.00176317422122737 0.00362668359832929 "MEF2C"
"163" "MA0147.3.MYC" 0.00990498950704932 0.999999999995579 0.00428309663177496 "MYC"
"164" "MA1649.1.ZBTB12" -0.0676342558581382 0.999999999825278 0.00151179556878923 "ZBTB12"
"165" "MA0814.2.TFAP2C(var.2)" 0.0820732584688812 0.999999710550843 0.00173022482107204 "TFAP2C(var.2)"
"166" "MA0059.1.MAX::MYC" 0.0135648311115801 1 0.00149092466508969 "MAX::MYC"
"167" "MA1139.1.FOSL2::JUNB(var.2)" 0.463070441037416 1.75868915114549e-14 0.0387014058729529 "FOSL2::JUNB(var.2)"
"168" "MA0674.1.NKX6-1" -0.145836682058871 0.991610050976665 0.00359658700556128 "NKX6-1"
"169" "MA0159.1.RARA::RXRA" 0.0807000244967639 0.999999845141303 0.00148085226246896 "RARA::RXRA"
"170" "MA0635.1.BARHL2" -0.168903066776693 0.956996719547213 0.00160897973877516 "BARHL2"
"171" "MA1511.1.KLF10" 0.227737774606794 0.26224461308901 0.00279470029440209 "KLF10"
"172" "MA0645.1.ETV6" -0.782487391028553 3.00774249192714e-55 0.0138197126089477 "ETV6"
"173" "MA1646.1.OSR2" -0.167905028443784 0.964916751487651 0.000956725688630439 "OSR2"
"174" "MA0475.2.FLI1" -0.292524423450232 6.15906667229662e-05 0.041479576002551 "FLI1"
"175" "MA0103.3.ZEB1" 0.13296232232824 0.995668859652947 0.00302360073818337 "ZEB1"
"176" "MA1466.1.ATF6" 0.166532292496413 0.952437291476448 0.000901706612041329 "ATF6"
"177" "MA0761.2.ETV1" -0.265436744317412 0.0599139077888503 0.00404984767202512 "ETV1"
"178" "MA0476.1.FOS" 0.805916713550687 2.55205405653266e-59 0.0462659809135624 "FOS"
"179" "MA0597.1.THAP1" 0.0052852388471365 1 0.000872622697652894 "THAP1"
"180" "MA0817.1.BHLHE23" -0.0891996887512505 0.999999851995067 0.00141372772605233 "BHLHE23"
"181" "MA0800.1.EOMES" 0.114305135793984 0.999939479348521 0.00190466712006076 "EOMES"
"182" "MA0666.1.MSX1" -0.174092390574515 0.929772104941012 0.00191750522415009 "MSX1"
"183" "MA1541.1.NR6A1" 0.00988089106976986 1 0.0003009353450024 "NR6A1"
"184" "MA0088.2.ZNF143" 0.0765058342367411 0.99999998761562 0.000820236011967648 "ZNF143"
"185" "MA0682.2.PITX1" 0.0324458791874349 1 0.000707140850101545 "PITX1"
"186" "MA0462.2.BATF::JUN" 0.627820741385221 5.61728721892224e-32 0.0315864945159885 "BATF::JUN"
"187" "MA1650.1.ZBTB14" 0.0457589677534997 0.999999680557638 0.00725755597904652 "ZBTB14"
"188" "MA1516.1.KLF3" 0.0664762174710631 0.999999978737151 0.00281385590074817 "KLF3"
"189" "MA0482.2.GATA4" -0.215133558958769 0.527005111872199 0.00167592599972786 "GATA4"
"190" "MA1648.1.TCF12(var.2)" 0.0435137883760035 0.99999999951167 0.00333071025877415 "TCF12(var.2)"
"191" "MA1530.1.NKX6-3" -0.0161735164001584 1 0.00319766387911147 "NKX6-3"
"192" "MA0901.2.HOXB13" -0.250370955560356 0.124962380638279 0.00358799482098443 "HOXB13"
"193" "MA0827.1.OLIG3" -0.0851572556421161 0.999999961672261 0.00304855528310017 "OLIG3"
"194" "MA1597.1.ZNF528" -0.0492548961192369 0.999999999999967 0.000669969267097111 "ZNF528"
"195" "MA0517.1.STAT1::STAT2" -0.12595727853477 0.997497057984528 0.00813940136266905 "STAT1::STAT2"
"196" "MA0101.1.REL" 0.265723179501947 0.044295603549732 0.0072004146194508 "REL"
"197" "MA0749.1.ZBED1" 0.162773822434247 0.961541003753222 0.00163526661476639 "ZBED1"
"198" "MA0753.2.ZNF740" 0.158025354146957 0.925177025483637 0.0061996719311182 "ZNF740"
"199" "MA0649.1.HEY2" 0.106037269346416 0.999581277765441 0.00503550865944664 "HEY2"
"200" "MA1141.1.FOS::JUND" 0.744555982761085 4.33477198253239e-49 0.0351565916514343 "FOS::JUND"
"201" "MA0156.2.FEV" -0.546680539118825 6.32003184818483e-24 0.039837664607935 "FEV"
"202" "MA0894.1.HESX1" 0.0724186510778964 0.999999994731316 0.00313470852975249 "HESX1"
"203" "MA0130.1.ZNF354C" 0.0281106331385672 1 9.26473547251895e-05 "ZNF354C"
"204" "MA0162.4.EGR1" 0.133608859032393 0.988525384265236 0.00672979730125454 "EGR1"
"205" "MA0477.2.FOSL1" 0.701669997535646 2.08804529732458e-42 0.032401507118135 "FOSL1"
"206" "MA0696.1.ZIC1" 0.0621268930844963 0.999999997087558 0.0020114211513216 "ZIC1"
"207" "MA1565.1.TBX18" 0.0570350978523493 0.999999999981552 0.000623524510010767 "TBX18"
"208" "MA1523.1.MSANTD3" 0.0569941392168403 0.999999999988319 0.000373889075310259 "MSANTD3"
"209" "MA0891.1.GSC2" -0.136982243508101 0.998127289142491 0.00216038452968251 "GSC2"
"210" "MA0745.2.SNAI2" 0.131131875794381 0.997455125337802 0.00205812656301439 "SNAI2"
"211" "MA1580.1.ZBTB32" -0.144967752508819 0.995235024238807 0.00588095745655841 "ZBTB32"
"212" "MA1564.1.SP9" 0.201202928088605 0.534057816870241 0.0068851699234205 "SP9"
"213" "MA0119.1.NFIC::TLX1" 0.0185454874299467 1 0.000440180834527208 "NFIC::TLX1"
"214" "MA0618.1.LBX1" -0.133127070963383 0.998662770828839 0.00261820159229526 "LBX1"
"215" "MA0736.1.GLIS2" 0.106111268978566 0.999929324020874 0.00236878825552677 "GLIS2"
"216" "MA1651.1.ZFP42" -0.0322471712715924 1 0.000361176658635852 "ZFP42"
"217" "MA0481.3.FOXP1" -0.396741837728769 2.59874121825735e-08 0.00549930356136134 "FOXP1"
"218" "MA0750.2.ZBTB7A" -0.227159735746682 0.376391893603564 0.00240676262193592 "ZBTB7A"
"219" "MA0837.1.CEBPE" 0.307050838484429 1.09527685315663e-09 0.098934663558585 "CEBPE"
"220" "MA1542.1.OSR1" 0.00762265315279365 1 0.000874859118762337 "OSR1"
"221" "MA1152.1.SOX15" -0.229740989394486 0.293997775340168 0.00280924729092562 "SOX15"
"222" "MA0781.1.PAX9" 0.175091770011932 0.891878790403961 0.00283876714993695 "PAX9"
"223" "MA0866.1.SOX21" -0.056187501642853 0.999999999917543 0.0034938172433757 "SOX21"
"224" "MA0501.1.MAF::NFE2" 0.241656415630132 0.192426973614266 0.00396727614156332 "MAF::NFE2"
"225" "MA0710.1.NOTO" 0.100700749084353 0.999993061500313 0.00375157101391121 "NOTO"
"226" "MA0486.2.HSF1" -0.055353490402922 0.999999999999876 0.000625497323232295 "HSF1"
"227" "MA0810.1.TFAP2A(var.2)" 0.103428847243777 0.999938188343831 0.00301582481479438 "TFAP2A(var.2)"
"228" "MA0863.1.MTF1" 0.0181060312315822 1 0.00109812885295562 "MTF1"
"229" "MA1487.1.FOXE1" -0.157796127256006 0.983887301985406 0.00138847695409893 "FOXE1"
"230" "MA1143.1.FOSL1::JUND(var.2)" 0.261221423745155 0.0720390603420452 0.00850769136870616 "FOSL1::JUND(var.2)"
"231" "MA0062.3.GABPA" -0.434048206545413 5.65725174334649e-11 0.0049932763741797 "GABPA"
"232" "MA0833.2.ATF4" 0.0452024335972965 0.999999999764993 0.00705198164358251 "ATF4"
"233" "MA1683.1.FOXA3" -0.289832166861743 0.00727917478474629 0.00811882756068887 "FOXA3"
"234" "MA1515.1.KLF2" 0.284985884092748 0.0036508424863095 0.00898843546915828 "KLF2"
"235" "MA0661.1.MEOX1" 0.0367008806206286 0.999999999999998 0.00250557778343188 "MEOX1"
"236" "MA0463.2.BCL6" -0.107334837783128 0.999992453972798 0.000716551094221383 "BCL6"
"237" "MA0107.1.RELA" 0.199634695309214 0.670498216950819 0.00380199297738485 "RELA"
"238" "MA0081.2.SPIB" -0.530632811132818 5.12028539497279e-20 0.00668188245769884 "SPIB"
"239" "MA0808.1.TEAD3" -0.0408574743196368 1 0.000835304394632952 "TEAD3"
"240" "MA0048.2.NHLH1" 0.0990053615532815 0.999985427730217 0.00153537008995754 "NHLH1"
"241" "MA0663.1.MLX" 0.105535835027695 0.99998166460547 0.00126042699928336 "MLX"
"242" "MA1572.1.TGIF2LY" -0.0819492586888373 0.999993935028256 0.00836937125521396 "TGIF2LY"
"243" "MA0908.1.HOXD11" -0.182709186337888 0.85882701812169 0.00311986203577626 "HOXD11"
"244" "MA1581.1.ZBTB6" 0.00106595875695348 1 0.000932824847308003 "ZBTB6"
"245" "MA1463.1.ARGFX" -0.103893377818167 0.999976678189566 0.00491912927530937 "ARGFX"
"246" "MA0066.1.PPARG" 0.0973452175967395 0.999997707223563 0.000402463338371343 "PPARG"
"247" "MA0706.1.MEOX2" -0.00596596160903573 0.999999999997466 0.00699963895993809 "MEOX2"
"248" "MA1471.1.BARX2" -0.165065434295684 0.965243219432113 0.00235875906797458 "BARX2"
"249" "MA0153.2.HNF1B" -0.190735851414502 0.782079111004688 0.00378455880763646 "HNF1B"
"250" "MA0907.1.HOXC13" -0.154033484403044 0.983351248957609 0.00301761725567684 "HOXC13"
"251" "MA0689.1.TBX20" 0.00301613844931126 1 0.00089288114261379 "TBX20"
"252" "MA0712.2.OTX2" 0.0110173234716058 1 0.000795822348762228 "OTX2"
"253" "MA0685.1.SP4" 0.296107755042613 0.00192176255428359 0.00647869584167004 "SP4"
"254" "MA0697.1.ZIC3" 0.13882990507409 0.992244931419223 0.00283324064521341 "ZIC3"
"255" "MA0872.1.TFAP2A(var.3)" 0.111869335873052 0.99984583403573 0.00239972552763662 "TFAP2A(var.3)"
"256" "MA1109.1.NEUROD1" 0.0518793668597937 0.999999999995412 0.000792483584510697 "NEUROD1"
"257" "MA0104.4.MYCN" 0.0912451692856848 0.999996239284686 0.00271893287203296 "MYCN"
"258" "MA0703.2.LMX1B" -0.210349636152387 0.547266150696651 0.00346875443682237 "LMX1B"
"259" "MA1464.1.ARNT2" 0.179083690047264 0.822161829294027 0.00325953416847727 "ARNT2"
"260" "MA1111.1.NR2F2" 0.102603486739099 0.999993058061603 0.00138231162797399 "NR2F2"
"261" "MA0867.2.SOX4" -0.277232052292675 0.0271429538697855 0.00147831609162949 "SOX4"
"262" "MA0009.2.TBXT" 0.0086026550270617 1 0.0010613160301858 "TBXT"
"263" "MA0751.1.ZIC4" 0.16327278316021 0.871579001388955 0.00956226994662621 "ZIC4"
"264" "MA0594.2.HOXA9" -0.0659909709356725 0.99999999938837 0.00224576443101058 "HOXA9"
"265" "MA1652.1.ZKSCAN5" -0.160666176117957 0.981886384908427 0.00169579499683577 "ZKSCAN5"
"266" "MA1124.1.ZNF24" 0.0412042094394565 0.999999999999998 0.00148559154091144 "ZNF24"
"267" "MA0763.1.ETV3" 0.0196664071481791 0.999999999999956 0.00232687852339235 "ETV3"
"268" "MA0144.2.STAT3" -0.133320956025273 0.999272091483953 0.00132762991407373 "STAT3"
"269" "MA0906.1.HOXC12" -0.291134418919683 0.00635965958246525 0.00650275775680524 "HOXC12"
"270" "MA0862.1.GMEB2" -0.0758721986785531 0.999999979823791 0.00288213285226524 "GMEB2"
"271" "MA0025.2.NFIL3" -0.334932347293943 3.86720694261641e-05 0.00606381222609947 "NFIL3"
